2be8c7e9-367d-4019-999c-7826c43ed38b,1/1/17,Colombia,
a1972301-2b62-4e9a-8b4d-9ea5e97d3905,1/1/17,Colombia,
88c81b0b-8bfb-49ad-ad74-ca3c19bea85e,1/1/17,Colombia,
0c85cd85-0d1f-4fe7-8ccc-8ca96e0f9618,1/1/17,British Virgin Islands,
b295f4ff-90ef-4b62-ad64-3ce865647441,1/1/17,Colombia,Catalan
6a50802f-03b2-46e3-9996-dba503e47a2b,1/1/17,Liberia,
20d325a8-5d03-4cbe-932a-c9225b4b03da,1/1/17,Colombia,
431f06a0-8705-4f11-8df1-9a50c2372d03,1/1/84,Chile,
eb9f515b-3edf-4269-8586-7007603e4f70,1/1/17,Colombia,
1c2a0d93-f7a8-4d39-9b00-d59bc967d97d,1/1/17,Colombia,Romansh
25e9bab7-2a7f-40dd-a05f-9a068687021f,1/1/82,Peru,
65d71fee-a227-46cc-8dc0-e9d4ea65ac22,1/1/17,Denmark,
2cdbc2b2-5504-4f33-b100-40e0a3060bc2,1/1/17,Singapore,
c9e43318-fffa-41ff-900a-57a94180a57f,1/1/17,Anguilla,
463d3582-cc8a-4b6b-b258-3e438fe39206,1/1/17,Bolivarian Republic of Venezuela,
8cd2c28a-a3d1-40fa-80f9-e8ee517bd95d,1/1/07,U.A.E.,Armenian
b407f480-4a53-4803-9ae7-993d7a306f11,1/1/06,India,Afar
40b8b921-d5f7-4886-8ea1-711797984e22,1/1/56,Ecuador,
e1f2c649-d65c-4e10-b671-71084daef2f5,1/1/17,Colombia,
4a3e9a24-5471-49fd-aa59-3762a9a460c8,1/1/17,Bolivarian Republic of Venezuela,Spanish
4d97cbd5-4223-44b8-a291-9bc0abbcb9ac,1/1/17,Bolivarian Republic of Venezuela,
6339bb29-4473-4375-985c-3dbf246ff53d,1/1/05,Peru,English
af691715-d479-46a4-95dd-acf34fe5068c,1/1/17,Colombia,
e9c93d2a-278a-47c2-a391-410f5c942f68,1/1/17,Peru,
41293356-1419-4140-96ac-6c3c1b6e86a8,1/1/93,Peru,
NULL,1/1/64,Brazil,Spanish
NULL,1/1/17,Colombia,Spanish
c0adf5ea-b89b-4524-aa10-b0cd9de13b4f,1/1/17,Colombia,
8b56622c-184a-4c2a-9e08-df56353e8589,1/1/17,Dominican Republic,Spanish
7149de80-5e4f-4fb9-8004-da7ea20f19cf,1/1/17,British Indian Ocean Territory,
c39d4a02-feb4-4135-a303-27d1f233e6fb,1/1/17,Sri Lanka,
04b62c60-242b-414a-b41e-b7177d6fed67,1/1/17,jamaica,
7d77efd8-d959-4dcc-b003-71ff3b81c31e,1/1/17,Japan,
e7908087-3e41-48a3-9645-73b6bcd27d2a,1/1/17,Sao Tome and Principe,
0a7a2867-340c-4e73-b84f-92574a179083,1/1/83,Colombia,English
8ddb574b-8d1e-459d-bad2-6a17d2460e75,1/1/17,Chile,
c5f9d88a-dc23-4520-b0c5-ab502f4ca0d6,1/1/17,,Spanish
e31818f6-9ed5-4630-b7af-ae4d71f9988f,1/1/17,Peru,Spanish
ef7cd025-1a4d-4b35-a083-17b69b1a58b6,1/1/08,Peru,
b5339212-76b2-4b5f-acdf-f0187242bab3,1/1/08,Peru,English
011d5db7-941e-4e8f-9614-d15498fc3b87,1/1/17,Colombia,
4fef7735-7d98-4a98-a82d-19087e5cd9eb,1/1/60,Colombia,Spanish
6a0b99c1-7ff9-444e-a3ad-a6bc27ae102f,1/1/17,Bolivarian Republic of Venezuela,English
a3bddbd9-efc9-4c72-ba2c-c3482520ea4d,1/1/17,,Latin
4e883a76-a83d-4006-9688-10d8d21156d1,1/1/17,Russia,
10fabe19-def8-46a4-aecd-12054b652e46,1/1/17,Colombia,Spanish
013e5cc4-1377-49ee-9021-0d0d992ddb67,1/1/17,,
6feac0f3-2e09-4bc3-97f1-bd8f4348f7e3,1/1/01,United States,English
d656ce46-4f7b-422d-ad0f-215c048cd848,1/1/17,Russia,
5d605558-aa24-4eb3-a7c5-270c78196b08,1/1/17,Ukraine,
18c8a337-8db0-4d43-a7c9-5e0ee8c43813,1/1/07,,
55fa9329-9eac-4234-b0cd-93a5b20271ff,1/1/17,,Asu
02a29bd2-2d12-4777-af90-7b1014cef049,1/1/17,Argentina,
5b320ed9-179a-4e23-b2e9-55729b7c88d1,1/1/17,Bolivia,
da1bb5a6-8abc-475d-9fcc-800cba90e8ad,1/1/17,Libya,
65bb1a8c-b886-4047-b984-09b8c0b0d2f2,1/1/69,Colombia,English
112edd90-8fec-4def-8b2c-76462bf9b925,1/1/17,Singapore,
ca44251d-1dad-4318-896d-c812f0045e43,1/1/66,Peru,
c2c16bcd-6d8f-45d5-a0b1-0f152545ba81,1/1/17,Antigua and Barbuda,
3ceee088-93f5-48b7-9cb9-b429a25e23e7,1/1/17,Guam,
f603433b-5552-4939-86aa-91e61ebab4db,1/1/17,Guinea-Bissau,
97a871f3-1a7c-4eab-a1e2-9eccb6392007,1/1/08,Vanuatu,
cfa1ea5b-a21b-4b06-a15f-c9a3227a25d7,1/1/17,Marshall Islands,
450f2f16-c4f7-4e39-a79f-aaa34fcb80b8,1/1/17,Belarus,
c4887ae9-4ca5-4de9-b050-4e16fd8360d8,1/1/17,Iraq,
a92806e0-565a-4f1b-a0cc-2887992b738f,1/1/17,Uruguay,
cfc16fff-1b22-4615-b06b-54f497309230,1/1/17,Sri Lanka,
dcbdd0c8-b244-47e5-b524-db49b4bfbaa0,1/1/07,Colombia,
f98a3fab-67a0-4b26-b41b-50be8f1c15bf,1/1/10,Colombia,
9b1fc117-4d93-4745-94cb-7e587f25f210,1/1/17,France,
22d82e49-0416-423e-bf82-c6056b941a96,1/1/17,Mexico,Spanish
6d37a7b1-922c-47c7-8c68-9b1cd9493c84,1/1/17,Mauritius,
6fedea86-48fc-43d5-af63-261d02517ec7,1/1/17,Mauritius,
03b81407-2be6-41bf-ba18-b038ec285f98,1/1/17,Ecuador,English
10883b1d-5f8d-4aaf-9dd8-5ae524d19e66,1/1/17,Mauritius,
1ca00452-d1c4-414f-bcc7-880a4a9d76cc,1/1/17,Micronesia,
b188e352-62c6-4f69-a669-0b86f58a37f5,1/1/17,Colombia,Esperanto
384604fd-8216-43b2-9a03-9ce908d4179a,1/1/17,World,Spanish
ca8e071c-6f25-45f0-aa75-17ea7b9a5a93,1/1/17,Sierra Leone,
dbeed6b2-9d7a-471a-bde7-832648b910a6,1/1/02,Guatemala,Spanish
9729ece1-af12-40c8-867f-1e8e80c481c2,1/1/17,Belize,
40846449-9394-4247-8e69-896750b7fe14,1/1/87,United States,English
225132b0-8b69-40a0-8005-ee2d642ed6bf,1/1/17,Turkey,
010884b7-9345-439b-97ee-73372071b073,1/1/01,United Kingdom,Asu
a7f900ee-04e0-4041-bece-e8f3600ade9c,1/1/17,Cambodia,
d06daf19-890e-40fc-bbee-c494039cf2cb,1/1/17,Austria,
77e1038b-bf3d-4637-a4c7-301f5024e615,1/1/17,Colombia,Albanian
aaed6c7a-b676-413f-9c58-6d3b013a2d7c,1/1/99,Colombia,Spanish
92339b99-9fc3-48cb-aac5-5c0eebbf4b12,1/1/89,Colombia,Spanish
4bfcf04c-5c5e-455e-a2d8-6f499f6c9260,1/1/17,Colombia,Spanish
ddf193bf-f55e-487f-9aa9-91e95bfec9db,1/1/95,Bolivarian Republic of Venezuela,Latin
d4b1c6aa-b2ac-4a06-af5b-8312fed36f64,1/1/11,Colombia,
b5b3632c-3999-4cf8-a232-912a92b90af5,1/1/17,Colombia,
d16b0031-b13e-45c0-a5ca-5fdf84783c86,1/1/17,Colombia,Spanish
134f808b-e93d-4765-aa4b-6719c0ccb8e8,1/1/17,Mexico,Spanish
2f388f3d-1235-45bb-99a6-b09dd459e851,1/1/17,Aland Islands,
04e73187-f7e5-4ae4-aef4-8de1239adf41,1/1/04,Bolivarian Republic of Venezuela,
7d837132-9142-417a-98b0-f96b929023de,1/1/17,Uruguay,
071b41d1-20f2-4a61-a8d1-88bdd9906d25,1/1/00,Ecuador,English
f8497805-22a1-41e0-87fa-c0b522f1891a,1/1/17,Guatemala,Latin
77e532a0-9dac-49a4-83d6-b4c3ad6c33b4,1/1/17,Bolivarian Republic of Venezuela,
7058c44b-6d09-45ed-9b81-fbc943101bbb,1/1/17,Colombia,
827e2a03-39a8-4427-b118-438b34ce7591,1/1/17,Colombia,
fcfd54bd-d230-42ba-9577-7dee8778e395,1/1/08,Bolivia,
6fcc5b40-0544-4c1b-a240-7907f7449e27,1/1/17,Paraguay,
86c57fac-05c6-437b-bf11-9e0bc3fcfb3c,1/1/17,Paraguay,
3ced7867-e60a-471d-8565-a54d2ea6c94b,1/1/17,Colombia,
e20baaea-b0d9-41af-a08b-1afd5f6438bd,1/1/07,Colombia,
8bafa7ff-b35b-4d2d-94fe-16d287bd3f7e,1/1/17,Colombia,English
a3dda3f8-ef80-4c43-9d20-9c8549aadaf4,1/1/17,Colombia,Spanish
3cd55bc1-7dd7-4f1d-a8fc-387e51aab23e,1/1/17,Peru,
4168ffb1-afb7-4a2b-a50d-6e9993905755,1/1/54,Panama,
0365c2d4-dfa5-44b9-879c-2c13df3db45e,1/1/17,Afghanistan,
fe219c82-7c7e-4fc9-90e4-48f6129e549a,1/1/17,Afghanistan,
3bfdf42c-ed0a-4d98-8c51-4a5526536f86,1/1/17,Mexico,
ae77e2e0-ed48-436d-9aa1-0eef18835d76,1/1/17,Colombia,
9f676fec-70d2-4b0b-8a01-60954314676e,1/1/17,Bolivarian Republic of Venezuela,
ff8ecc31-5582-467f-916e-02d69548d506,1/1/81,Argentina,Spanish
1ff71e49-40d8-4294-b5d6-be3853038fb3,1/1/98,Puerto Rico,Spanish
32e6d3df-fa49-4772-9022-581bd4e9d93f,1/1/17,Mexico,
f7af0bb9-1b15-44ce-ae1b-e90546978be1,1/1/17,Bolivarian Republic of Venezuela,Spanish
e11dbc0a-3116-4741-8012-475716ecb2fc,1/1/17,Colombia,
6b2c629c-d2f1-4168-95e7-5a88591d24aa,1/1/17,Bolivarian Republic of Venezuela,
c765e8a9-151e-4a4f-9618-49d10dd1df9e,1/1/17,Ecuador,
5d98f441-8798-41b5-92f0-58ff8a2cb8fe,1/1/17,Chile,
88d23b14-0e9d-448c-a0b0-ed9b7c424c63,1/1/17,Bolivarian Republic of Venezuela,Spanish
2bd8c078-83dd-475c-8206-f855cccb4af2,1/1/17,Colombia,
dd27c6c5-1747-4267-beb3-dbf4802a69b5,1/1/17,Bolivarian Republic of Venezuela,
0542b7c1-42e7-4d74-8a67-25e0f64561e2,1/1/04,Colombia,Spanish
27de03b2-3cdb-4fb8-ab70-5424779e49f1,1/1/17,United States,English
66fc1b31-ef90-4242-9463-3b5055bf53e5,1/1/17,Colombia,English
f4bad82d-20cf-40aa-bd46-755814d38abe,1/1/01,Peru,Spanish
f697bc14-10ab-4708-9257-074666a25165,1/1/17,Algeria,
4f2066bc-5782-4534-9b45-690f349f01eb,1/1/98,United States,
e8510cac-c165-441b-86f7-a5752f6e91b3,1/1/17,Peru,Spanish
fe79acd6-5306-4053-9c73-bc0c845c7aba,1/1/87,Montserrat,
0eb0da0b-439d-48a5-a954-c9f79ac7c7a1,1/1/17,Chile,
044d5e59-1bdb-4414-835e-e1e0a0d99a26,1/1/17,Argentina,
98509a91-3d15-4ec5-a655-4b0b95eb4f8f,1/1/17,Bolivarian Republic of Venezuela,Spanish
36a1b0ca-0adf-47fd-940b-66fea090d45f,1/1/17,Chile,
2de06e4e-3f66-4ef8-9d8e-7b6716e49827,1/1/17,Colombia,
0e4fd2bc-db24-418c-aa7a-ea19a3b7021b,1/1/17,Bolivarian Republic of Venezuela,
e56cdab7-ccd1-4d1f-b62a-65ec3b7d22c9,1/1/00,Mexico,English
f9f5911c-3822-4b77-a6fd-27ebac719c3b,1/1/17,uganda,
0b739087-6808-40aa-b838-ddc7b8131d39,1/1/17,Peru,
2cfa11e3-fd35-444b-8f1b-bbc931c59cc2,1/1/17,Colombia,
c08d0a44-5f8a-494c-a57f-2758f49cd573,1/1/92,Chile,Spanish
7b47e540-bdba-45fb-a9b2-318446555e14,1/1/17,Colombia,
7e5be1c2-6598-43ef-98a0-fa60da7e2bbb,1/1/17,Bolivarian Republic of Venezuela,
1356a061-e674-4a5c-a08b-a11fe9e3fb59,1/1/94,Colombia,
a748e509-6fe0-45ab-8d24-0345d2743f59,1/1/17,Colombia,
a845b95f-a392-41e0-a9c8-d58c681a0907,1/1/82,Mexico,
f8350e26-d0fd-467f-ab9c-0f3cc79d2cd2,1/1/06,Peru,Spanish
55638ec2-4f9c-4e54-8d8b-653025a85590,1/1/01,Ecuador,
f92fd91f-987f-423e-b4a7-fd4fc3e86371,1/1/08,Colombia,
d2ffbf8e-cf81-4be2-8fe1-4c9ed6948b81,1/1/17,Peru,
c1dbb4a8-47d3-43a7-9c1f-0dc93300a939,1/1/06,Colombia,
69134c2b-d117-4894-a237-af0ab6b3d034,1/1/08,Colombia,
4d1a61e9-ee57-4622-9375-808088f2fdb7,1/1/17,Bolivarian Republic of Venezuela,Spanish
6adc456f-cbd2-4e49-a290-6a8bf9d43aa0,1/1/17,Dominican Republic,
565d2ea4-8222-47c8-9bbe-809e676cb321,1/1/17,Dominican Republic,
0398414f-c208-44fb-a460-4acebbb2ab56,1/1/04,Argentina,
5a404f62-500b-42d3-8283-14580c81565d,1/1/77,Honduras,
8eb7430e-0f25-4fd7-a9ab-fe20a9e74c06,1/1/17,Afghanistan,
53d098e1-10f7-4291-b6da-90e3df663ed4,1/1/17,Argentina,
50e037e6-c970-4cb1-8b7b-4dcda1aeb3b7,1/1/17,Chile,Latin
a138b590-8f75-4fcb-9a52-fc042182c6ef,1/1/17,Mexico,
c8ca964c-ece0-44dd-a954-78417851725f,1/1/17,Colombia,
afc65377-97b8-4eb5-926f-9987a96c121d,1/1/17,Colombia,Spanish
ebb554d3-848e-4e01-9c4f-084b03989b7c,1/1/17,Colombia,Spanish
e7848de1-d03c-427b-a538-dea9c7125d4c,1/1/17,Ecuador,
1dcd6e26-9cbf-4fe7-8294-ba40fb47dcf5,1/1/17,Colombia,
76d0b775-1ee5-4b38-9655-04fb9e304c82,1/1/88,Colombia,Spanish
17707c64-1799-4a7d-8781-ad398c445560,1/1/17,Peru,
81f5cee9-16a5-41b1-88e1-1353e06e0891,1/1/17,United States,
00054b07-7c44-4724-8df0-fcc0c9968c0a,1/1/17,People's Republic of China,
9fc4c44c-857a-4e8d-b9b0-954ef841f0ec,1/1/17,Colombia,
b255072e-81d1-4308-8615-73baab7efa60,1/1/17,Colombia,
f64e7420-427c-4cd3-9557-419925250659,1/1/17,Bahrain,
859f89d8-e14a-414d-a845-a576b1e8c0b1,1/1/98,Ecuador,
99c2b8bd-8e36-4f07-8759-813aa5fdf676,1/1/17,Peru,
